0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng
ANJ|ANJ|Занага|Занага|Zanaga|Zanaga|Занага|Занага|Zanaga|Zanaga
ANK|ANK|||Etimesgut|Etimesgut|Анкара|Анкара|Ankara|Ankara
ANL|ANL|Андуло|Андуло|Andulo|Andulo|Андуло|Андуло|Andulo|Andulo
ANM|ANM|Антсирабато|Антсирабато|Antsirabato|Antsirabato|Анталаха|Анталаха|Antalaha|Antalaha
ANN|ANN|||Annette Island|Annette Island|||Annette Island|Annette Island
ANO|ANO|||Angoche|Angoche|||Angoche|Angoche
ANP|ANP|Ли|Ли|Lee|Lee|Аннаполис|Аннаполис|Annapolis|Annapolis
ANQ|ANQ|||Tri-State Steuben Cty|Tri-State Steuben Cty|Ангола|Ангола|Angola|Angola
ANR|ANR|||Deurne|Deurne|Антверпен|Антверпен|Antwerp|Antwerp
ANS|ANS|Андауайлас|Андауайлас|Andahuaylas|Andahuaylas|Андауайлас|Андауайлас|Andahuaylas|Andahuaylas
ANT|ANT|||St Anton|St Anton|||St Anton|St Anton
ANU|ANU|||V. C. Bird Intl|V. C. Bird Intl|||St. John&#039;s|St. John&#039;s
ANV|ANV|||Anvik|Anvik|||Anvik|Anvik
ANW|ANW|||Ainsworth|Ainsworth|||Ainsworth|Ainsworth
ANX|ANX|Анденес|Анденес|Andenes|Andenes|Анденес|Анденес|Andenes|Andenes
ANY|ANY|||Anthony|Anthony|||Anthony|Anthony
ANZ|ANZ|||Angus Downs|Angus Downs|||Angus Downs|Angus Downs
AOA|AOA|Ароа|Ароа|Aroa|Aroa|Ароа|Ароа|Aroa|Aroa
AOB|AOB|Аннаберг|Аннаберг|Annanberg|Annanberg|Аннаберг|Аннаберг|Annanberg|Annanberg
AOC|AOC|||Altenburg Nobitz|Altenburg Nobitz|Альтенбург|Альтенбург|Altenburg|Altenburg
AOD|AOD|Абу-Дейя|Абу-Дейя|Abou Deia|Abou Deia|Абу-Дейя|Абу-Дейя|Abou Deia|Abou Deia
AOE|AOE|||Anadolu University|Anadolu University|Эскишехир|Эскишехир|Eskisehir|Eskisehir
AOG|AOG|Аншан|Аншан|Anshan|Anshan|Аньшань|Аньшань|Anshan|Anshan
AOH|AOH|||Allen County|Allen County|Лима|Лима|Lima|Lima
AOI|AOI|||Falconara|Falconara|Анкона|Анкона|Ancona|Ancona
AOJ|AOJ|Аомори|Аомори|Aomori|Aomori|Аомори|Аомори|Aomori|Aomori
AOK|AOK|Карпатос|Карпатос|Karpathos|Karpathos|Карпатос|Карпатос|Karpathos|Karpathos
AOL|AOL|||Paso De Los Libres|Paso De Los Libres|||Paso De Los Libres|Paso De Los Libres
AON|AON|Арона|Арона|Arona|Arona|Арона|Арона|Arona|Arona
AOO|AOO|Мартинсбург|Мартинсбург|Martinsburg|Martinsburg|||Martinsburg|Martinsburg
AOR|AOR|Алор-Сетар|Алор-Сетар|Alor Setar|Alor Setar|Алор-Сетар|Алор-Сетар|Alor Setar|Alor Setar
AOS|AOS|||Amook|Amook|||Amook|Amook
AOT|AOT|||Corrado Gex|Corrado Gex|Аоста|Аоста|Aosta|Aosta
AOU|AOU|Аттопью|Аттопью|Attopeu|Attopeu|Аттопью|Аттопью|Attopeu|Attopeu
APA|APA|||Arapahoe Co|Arapahoe Co|Денвер|Денвер|Denver|Denver
APB|APB|Аполо|Аполо|Apolo|Apolo|Аполо|Аполо|Apolo|Apolo
APC|APC|||Napa County|Napa County|Напа|Напа|Napa|Napa
APE|APE|Сан-Хуан-Апосенто|Сан-Хуан-Апосенто|San Juan Aposento|San Juan Aposento|Сан-Хуан-Апосенто|Сан-Хуан-Апосенто|San Juan Aposento|San Juan Aposento
APF|APF|Неаполь|Неаполь|Naples|Naples|Неаполь|Неаполь|Naples|Naples
APG|APG|||Phillips AAF|Phillips AAF|||Aberdeen|Aberdeen
APH|APH|||Camp A P Hill|Camp A P Hill|||Bowling Green|Bowling Green
API|API|Апиай|Апиай|Apiay|Apiay|Апиай|Апиай|Apiay|Apiay
APK|APK|||Apataki|Apataki|||Apataki|Apataki
APL|APL|Нампула|Нампула|Nampula|Nampula|Нампула|Нампула|Nampula|Nampula
APN|APN|||Alpena County Regional|Alpena County Regional|||Alpena|Alpena
APO|APO|Апартадо|Апартадо|Apartado|Apartado|Апартадо|Апартадо|Apartado|Apartado
APP|APP|Асапа|Асапа|Asapa|Asapa|Асапа|Асапа|Asapa|Asapa
APQ|APQ|||Arapiraca|Arapiraca|||Arapiraca|Arapiraca
APR|APR|Эйприл-Ривер|Эйприл-Ривер|April River|April River|Эйприл-Ривер|Эйприл-Ривер|April River|April River
APS|APS|Анаполис|Анаполис|Anapolis|Anapolis|||Anapolis|Anapolis
APT|APT|||Marion County|Marion County|Джаспер|Джаспер|Jasper|Jasper
APU|APU|||Apucarana|Apucarana|||Apucarana|Apucarana
APV|APV|Эппл Вэлли|Эппл Вэлли|Apple Valley|Apple Valley|Эппл Вэлли|Эппл Вэлли|Apple Valley|Apple Valley
APW|APW|||Faleolo|Faleolo|||Apia|Apia
APX|APX|||Arapongas|Arapongas|||Arapongas|Arapongas
APY|APY|||Alto Parnaiba|Alto Parnaiba|||Alto Parnaiba|Alto Parnaiba
APZ|APZ|Запала|Запала|Zapala|Zapala|Запала|Запала|Zapala|Zapala
AQA|AQA|||Araraquara|Araraquara|||Araraquara|Araraquara
AQB|AQB|||Quiche Airport|Quiche Airport|||Quiche|Quiche
AQG|AQG|Аньцин|Аньцин|Anqing|Anqing|Аньцин|Аньцин|Anqing|Anqing
AQI|AQI|Кайсумах|Кайсумах|Qaisumah|Qaisumah|Кайсумах|Кайсумах|Qaisumah|Qaisumah
AQJ|AQJ|||King Hussein Intl|King Hussein Intl|Акаба|Акаба|Aqaba|Aqaba
AQM|AQM|||Ariquemes|Ariquemes|||Ariquemes|Ariquemes
AQP|AQP|||Rodriguez Ballon|Rodriguez Ballon|Арекуипа|Арекуипа|Arequipa|Arequipa
AQS|AQS|Сакани|Сакани|Saqani|Saqani|Сакани|Сакани|Saqani|Saqani
AQY|AQY|||Alyeska|Alyeska|||Alyeska|Alyeska
ARA|ARA|||Acadiana Regional|Acadiana Regional|||New Iberia|New Iberia
ARB|ARB|||Municipal|Municipal|||Ann Arbor, MI|Ann Arbor, MI
ARC|ARC|||Arctic Village|Arctic Village|||Arctic Village|Arctic Village
ARD|ARD|Алор-Айленд|Алор-Айленд|Alor Island|Alor Island|Алор-Айленд|Алор-Айленд|Alor Island|Alor Island
ARE|ARE|||Arecibo|Arecibo|||Arecibo|Arecibo
ARF|ARF|||Acaricuara|Acaricuara|||Acaricuara|Acaricuara
ARG|ARG|||Walnut Ridge|Walnut Ridge|||Walnut Ridge|Walnut Ridge
ARH|ARH|Талаги|Талаги|Talagi|Talagi|Архангельск|Архангельск|Arkhangelsk|Arkhangelsk
ARI|ARI|||Chacalluta|Chacalluta|Арика|Арика|Arica|Arica
ARJ|ARJ|Арсо|Арсо|Arso|Arso|Арсо|Арсо|Arso|Arso
ARK|ARK|Аруша|Аруша|Arusha|Arusha|Аруша|Аруша|Arusha|Arusha
ARL|ARL|Арли|Арли|Arly|Arly|Арли|Арли|Arly|Arly
ARM|ARM|Армидаль|Армидаль|Armidale|Armidale|Армидаль|Армидаль|Armidale|Armidale
ARN|ARN|||Arlanda|Arlanda|Стокгольм|Стокгольм|Stockholm|Stockholm
ARO|ARO|Арболетас|Арболетас|Arboletas|Arboletas|Арболетас|Арболетас|Arboletas|Arboletas
ARP|ARP|Араджип|Араджип|Aragip|Aragip|Араджип|Араджип|Aragip|Aragip
ARQ|ARQ|Араукита|Араукита|Arauquita|Arauquita|Араукита|Араукита|Arauquita|Arauquita
ARR|ARR|Альто-Рио-Сенгерр|Альто-Рио-Сенгерр|Alto Rio Senguerr|Alto Rio Senguerr|Альто-Рио-Сенгерр|Альто-Рио-Сенгерр|Alto Rio Senguerr|Alto Rio Senguerr
ARS|ARS|||Aragarcas|Aragarcas|||Aragarcas|Aragarcas
ART|ART|||Watertown|Watertown|||Watertown|Watertown
ARU|ARU|||Aracatuba|Aracatuba|||Aracatuba|Aracatuba
ARV|ARV|||Noble F. Lee|Noble F. Lee|||Minocqua|Minocqua
ARW|ARW|Арад|Арад|Arad|Arad|Арад|Арад|Arad|Arad
ARX|ARX|||Asbury Park|Asbury Park|||Neptune, NJ|Neptune, NJ
ARY|ARY|||Ararat|Ararat|||Ararat|Ararat
ASA|ASA|||Assab International|Assab International|Ассаб|Ассаб|Assab|Assab
ASB|ASB|||Ashgabat|Ashgabat|Ашхабад|Ашхабад|Ashgabat|Ashgabat
ASC|ASC|Аскеншн|Аскеншн|Ascension|Ascension|Аскеншн|Аскеншн|Ascension|Ascension
ASD|ASD|||Andros Town|Andros Town|||Andros Town|Andros Town
ASE|ASE|Аспен|Аспен|Aspen|Aspen|Аспен|Аспен|Aspen|Aspen
ASF|ASF|Астрахань|Астрахань|Astrakhan|Astrakhan|Астрахань|Астрахань|Astrakhan|Astrakhan
ASG|ASG|Ашбертон|Ашбертон|Ashburton|Ashburton|Ашбертон|Ашбертон|Ashburton|Ashburton
ASH|ASH|||Boire Field|Boire Field|||Nashua, NH|Nashua, NH
ASI|ASI|||Wideawake Field|Wideawake Field|||Georgetown, Ascension Island|Georgetown, Ascension Island
ASJ|ASJ|Амами-О-Сима|Амами-О-Сима|Amami O Shima|Amami O Shima|Амами-О-Сима|Амами-О-Сима|Amami O Shima|Amami O Shima
ASK|ASK|||Yamoussoukro|Yamoussoukro|||Yamoussoukro|Yamoussoukro
ASL|ASL|||Harrison County|Harrison County|Маршалл|Маршалл|Marshall|Marshall
ASM|ASM|||Yohannes IV|Yohannes IV|||Asmara|Asmara
ASN|ASN|||Talladega|Talladega|Талладега|Талладега|Talladega|Talladega
ASO|ASO|Асоса|Асоса|Asosa|Asosa|Асоса|Асоса|Asosa|Asosa
ASP|ASP|Элис Спрингз|Элис Спрингз|Alice Springs|Alice Springs|Элис Спрингз|Элис Спрингз|Alice Springs|Alice Springs
ASQ|ASQ|Остин|Остин|Austin|Austin|Остин|Остин|Austin|Austin
ASR|ASR|||Erkilet International Airport|Erkilet International Airport|Кайсери|Кайсери|Kayseri|Kayseri
AST|AST|||Astoria|Astoria|||Astoria|Astoria
ASU|ASU|||Silvio Pettirossi|Silvio Pettirossi|Асунсьон|Асунсьон|Asuncion|Asuncion
ASV|ASV|Амбосели|Амбосели|Amboseli|Amboseli|Амбосели|Амбосели|Amboseli|Amboseli
ASW|ASW|Асуан|Асуан|Aswan|Aswan|Асуан|Асуан|Aswan|Aswan
ASX|ASX|Эшленд|Эшленд|Ashland|Ashland|Эшленд|Эшленд|Ashland|Ashland
ASY|ASY|||Ashley|Ashley|||Ashley|Ashley
ASZ|ASZ|Асирим|Асирим|Asirim|Asirim|Асирим|Асирим|Asirim|Asirim
ATA|ATA|Анта|Анта|Anta|Anta|Анта|Анта|Anta|Anta
ATB|ATB|Атбара|Атбара|Atbara|Atbara|Атбара|Атбара|Atbara|Atbara
ATD|ATD|Атоифи|Атоифи|Atoifi|Atoifi|Атоифи|Атоифи|Atoifi|Atoifi
ATE|ATE|||Antlers|Antlers|||Antlers|Antlers
ATF|ATF|||Chachoan|Chachoan|Амбато|Амбато|Ambato|Ambato
ATG|ATG|||Attock|Attock|||Attock|Attock
ATH|ATH|||Eleftherios Venizelos|Eleftherios Venizelos|Афины|Афины|Athens|Athens
ATI|ATI|Артигас|Артигас|Artigas|Artigas|Артигас|Артигас|Artigas|Artigas
ATJ|ATJ|Анцирабе|Анцирабе|Antsirabe|Antsirabe|Анцирабе|Анцирабе|Antsirabe|Antsirabe
ATK|ATK|||Atqasuk|Atqasuk|||Atqasuk|Atqasuk
ATL|ATL|||Hartsfield-jackson Atlanta International|Hartsfield-jackson Atlanta International|||Atlanta, GA|Atlanta, GA
ATM|ATM|Альтамира|Альтамира|Altamira|Altamira|||Altamira|Altamira
ATN|ATN|Наматанай|Наматанай|Namatanai|Namatanai|Наматанай|Наматанай|Namatanai|Namatanai
ATO|ATO|||Ohio University|Ohio University|Афины|Афины|Athens|Athens
ATP|ATP|||Airstrip|Airstrip|Айтейп|Айтейп|Aitape|Aitape
ATQ|ATQ|||Raja Sansi|Raja Sansi|Амритсар|Амритсар|Amritsar|Amritsar
ATR|ATR|||Mouakchott|Mouakchott|Атар|Атар|Atar|Atar
ATS|ATS|||Artesia|Artesia|||Artesia|Artesia
ATT|ATT|||Atmautluak|Atmautluak|||Atmautluak|Atmautluak
ATU|ATU|||Casco Cove|Casco Cove|||Attu Island|Attu Island
ATV|ATV|Ати|Ати|Ati|Ati|Ати|Ати|Ati|Ati
ATW|ATW|||Outagamie County|Outagamie County|Эпплтон|Эпплтон|Appleton|Appleton
ATX|ATX|Атбасар|Атбасар|Atbasar|Atbasar|Атбасар|Атбасар|Atbasar|Atbasar
ATY|ATY|||Watertown|Watertown|||Watertown|Watertown
ATZ|ATZ|Асьют|Асьют|Assiut|Assiut|Асьют|Асьют|Assiut|Assiut
AUA|AUA|||Reina Beatrix|Reina Beatrix|||Aruba|Aruba
AUB|AUB|||Itauba|Itauba|||Itauba|Itauba
AUC|AUC|Араука|Араука|Arauca|Arauca|Араука|Араука|Arauca|Arauca
AUD|AUD|||Augustus Downs|Augustus Downs|||Augustus Downs|Augustus Downs
AUE|AUE|||Abu Rudeis|Abu Rudeis|||Abu Rudeis|Abu Rudeis
AUF|AUF|||Auxerre Branches|Auxerre Branches|||Auxerre|Auxerre
AUG|AUG|||Augusta|Augusta|||Augusta|Augusta
AUH|AUH|Абу-Даби|Абу-Даби|Abu Dhabi International|Abu Dhabi International|Абу-Даби|Абу-Даби|Abu Dhabi|Abu Dhabi
AUI|AUI|||Aua Island|Aua Island|||Aua Island|Aua Island
AUJ|AUJ|Амбунти|Амбунти|Ambunti|Ambunti|Амбунти|Амбунти|Ambunti|Ambunti
AUK|AUK|||Alakanuk|Alakanuk|||Alakanuk|Alakanuk
AUL|AUL|||Aur Island|Aur Island|||Aur Island|Aur Island
AUM|AUM|Остин|Остин|Austin|Austin|Остин|Остин|Austin|Austin
AUN|AUN|Обурн|Обурн|Auburn|Auburn|Обурн|Обурн|Auburn|Auburn
AUO|AUO|||Auburn-Opelika|Auburn-Opelika|Обурн|Обурн|Auburn|Auburn
AUP|AUP|Агаун|Агаун|Agaun|Agaun|Агаун|Агаун|Agaun|Agaun
AUQ|AUQ|||Atuona|Atuona|||Atuona|Atuona
AUR|AUR|Орийак|Орийак|Aurillac|Aurillac|Орийак|Орийак|Aurillac|Aurillac
AUT|AUT|Атауро|Атауро|Atauro|Atauro|Атауро|Атауро|Atauro|Atauro
AUU|AUU|||Aurukun Mission|Aurukun Mission|||Aurukun Mission|Aurukun Mission
AUV|AUV|||Aumo|Aumo|||Aumo|Aumo
AUW|AUW|||Municipal|Municipal|||Wausau|Wausau
AUX|AUX|||Araguaina|Araguaina|||Araguaina|Araguaina
AUY|AUY|Анейтьюм|Анейтьюм|Aneityum|Aneityum|Анейтьюм|Анейтьюм|Aneityum|Aneityum
AUZ|AUZ|||Municipal Airport|Municipal Airport|||Aurora|Aurora
AVA|AVA|||An Shun/Huang Guo Shu|An Shun/Huang Guo Shu|||An Shun|An Shun
AVB|AVB|Авиано|Авиано|Aviano|Aviano|||Aviano|Aviano
AVF|AVF|Авориаз|Авориаз|Avoriaz|Avoriaz|Аворьяз|Аворьяз|Avoriaz|Avoriaz
AVG|AVG|Овернь|Овернь|Auvergne|Auvergne|Овернь|Овернь|Auvergne|Auvergne
AVI|AVI|||Maximo Gomez|Maximo Gomez|||Ciego De Avila|Ciego De Avila
AVK|AVK|||Arvaikheer|Arvaikheer|||Arvaikheer|Arvaikheer
AVL|AVL|||Asheville Regional Airport|Asheville Regional Airport|||Fletcher|Fletcher
AVN|AVN|||Avignon-Caum|Avignon-Caum|Авиньон|Авиньон|Avignon|Avignon
AVO|AVO|||Municipal|Municipal|||Avon Park|Avon Park
AVP|AVP|||Wilkes-Barre/Scranton International Airport|Wilkes-Barre/Scranton International Airport|||Wilkes-Barre/Scranton, PA|Wilkes-Barre/Scranton, PA
AVU|AVU|Аву-Аву|Аву-Аву|Avu Avu|Avu Avu|Аву-Аву|Аву-Аву|Avu Avu|Avu Avu
AVV|AVV|Мельбурн-аэропорт Авалон|Мельбурн-аэропорт Авалон|Avalon|Avalon|Гелонг|Гелонг|Geelong|Geelong
AVW|AVW|||Avra Valley|Avra Valley|Туксон|Туксон|Tucson|Tucson
AVX|AVX|||Avalon Bay|Avalon Bay|||Catalina Island|Catalina Island
AWA|AWA|Авасса|Авасса|Awassa|Awassa|Авасса|Авасса|Awassa|Awassa
AWB|AWB|Аваба|Аваба|Awaba|Awaba|Аваба|Аваба|Awaba|Awaba
AWD|AWD|Анива|Анива|Aniwa|Aniwa|Анива|Анива|Aniwa|Aniwa
AWE|AWE|Алове|Алове|Alowe|Alowe|Алове|Алове|Alowe|Alowe
AWH|AWH|Аварех|Аварех|Awareh|Awareh|Аварех|Аварех|Awareh|Awareh
AWK|AWK|||Wake Island|Wake Island|||Wake Island|Wake Island
AWM|AWM|||Municipal|Municipal|||West Memphis|West Memphis
AWN|AWN|||Alton Downs|Alton Downs|||Alton Downs|Alton Downs
AWP|AWP|||Austral Downs|Austral Downs|||Austral Downs|Austral Downs
AWR|AWR|Авар|Авар|Awar|Awar|Авар|Авар|Awar|Awar
AWZ|AWZ|Ахваз|Ахваз|Ahwaz|Ahwaz|Ахваз|Ахваз|Ahwaz|Ahwaz
AXA|AXA|||Wallblake|Wallblake|||Anguilla|Anguilla
AXB|AXB|Александрия Бэй|Александрия Бэй|Alexandria Bay|Alexandria Bay|||Alexandria Bay|Alexandria Bay
AXC|AXC|||Aramac|Aramac|||Aramac|Aramac
AXD|AXD|Димокритос|Димокритос|Dimokritos|Dimokritos|Александрополи|Александрополи|Alexandroupolis|Alexandroupolis
AXE|AXE|||Xanxere|Xanxere|||Xanxere|Xanxere
AXG|AXG|Алгона|Алгона|Algona|Algona|||Algona|Algona
AXK|AXK|Атак|Атак|Ataq|Ataq|Атак|Атак|Ataq|Ataq
AXL|AXL|Александрия|Александрия|Alexandria|Alexandria|Александрия|Александрия|Alexandria|Alexandria
AXM|AXM|||El Eden|El Eden|Армения|Армения|Armenia|Armenia
AXN|AXN|Александрия|Александрия|Alexandria|Alexandria|Александрия|Александрия|Alexandria|Alexandria
AXP|AXP|||Springpoint Arpt|Springpoint Arpt|||Spring Point|Spring Point
AXR|AXR|||Arutua|Arutua|||Arutua|Arutua
AXS|AXS|||Municipal|Municipal|||Altus|Altus
AXT|AXT|Акита|Акита|Akita|Akita|Акита|Акита|Akita|Akita
AXU|AXU|Аксум|Аксум|Axum|Axum|Аксум|Аксум|Axum|Axum
AXV|AXV|||Neil Armstrong|Neil Armstrong|||Wapakoneta|Wapakoneta
AXX|AXX|||Angel Fire|Angel Fire|||Angel Fire|Angel Fire
AYA|AYA|Айапел|Айапел|Ayapel|Ayapel|Айапел|Айапел|Ayapel|Ayapel
AYC|AYC|Айакучо|Айакучо|Ayacucho|Ayacucho|Аякучо|Аякучо|Ayacucho|Ayacucho
AYD|AYD|||Alroy Downs|Alroy Downs|||Alroy Downs|Alroy Downs
AYE|AYE|||AAF Heliport|AAF Heliport|||Fort Devens|Fort Devens
AYG|AYG|Ягуара|Ягуара|Yaguara|Yaguara|Ягуара|Ягуара|Yaguara|Yaguara
AYH|AYH|||RAF Station|RAF Station|||Alconbury|Alconbury
AYI|AYI|Яри|Яри|Yari|Yari|Яри|Яри|Yari|Yari
AYK|AYK|Аркалык|Аркалык|Arkalyk|Arkalyk|Аркалык|Аркалык|Arkalyk|Arkalyk
AYL|AYL|||Anthony Lagoon|Anthony Lagoon|||Anthony Lagoon|Anthony Lagoon
AYN|AYN|Аньян|Аньян|Anyang|Anyang|Аньян|Аньян|Anyang|Anyang
AYO|AYO|||Ayolas|Ayolas|||Ayolas|Ayolas
AYP|AYP|||Yanamilla|Yanamilla|Аякучо|Аякучо|Ayacucho|Ayacucho
AYQ|AYQ|||Connellan|Connellan|Айерс Рок|Айерс Рок|Ayers Rock|Ayers Rock
AYR|AYR|Эйр|Эйр|Ayr|Ayr|Эйр|Эйр|Ayr|Ayr
AYS|AYS|||Ware County|Ware County|||Waycross|Waycross
AYT|AYT|Анталия|Анталия|Antalya|Antalya|Анталия|Анталия|Antalya|Antalya
AYU|AYU|Айюра|Айюра|Aiyura|Aiyura|Айюра|Айюра|Aiyura|Aiyura
AYW|AYW|Аяваси|Аяваси|Ayawasi|Ayawasi|Аяваси|Аяваси|Ayawasi|Ayawasi
AYZ|AYZ|||Zahns|Zahns|||Amityville|Amityville
AZB|AZB|Амазон-Бей|Амазон-Бей|Amazon Bay|Amazon Bay|Амазон-Бей|Амазон-Бей|Amazon Bay|Amazon Bay
AZD|AZD|Язд|Язд|Yazd|Yazd|Язд|Язд|Yazd|Yazd
AZG|AZG|Апацинган|Апацинган|Apatzingan|Apatzingan|Апацинган|Апацинган|Apatzingan|Apatzingan
AZI|AZI|Батин|Батин|Bateen|Bateen|Абу-Даби|Абу-Даби|Abu Dhabi|Abu Dhabi
AZN|AZN|Андижан|Андижан|Andizhan|Andizhan|Андижан|Андижан|Andizhan|Andizhan
AZO|AZO|||Kalamazoo/Battle Creek Intl|Kalamazoo/Battle Creek Intl|Каламазу|Каламазу|Kalamazoo|Kalamazoo
AZP|AZP|||Atizapan|Atizapan|Мексико Сити|Мексико Сити|Mexico City|Mexico City
AZR|AZR|Адрар|Адрар|Adrar|Adrar|||Adrar|Adrar
AZT|AZT|Запатока|Запатока|Zapatoca|Zapatoca|Запатока|Запатока|Zapatoca|Zapatoca
AZZ|AZZ|||Ambriz|Ambriz|||Ambriz|Ambriz
BAA|BAA|Биалла|Биалла|Bialla|Bialla|Биалла|Биалла|Bialla|Bialla
BAB|BAB|||Beale AFB|Beale AFB|||Marysville|Marysville
BAC|BAC|||Barranca De Upia|Barranca De Upia|||Barranca De Upia|Barranca De Upia
BAD|BAD|||Barksdale AFB|Barksdale AFB|Шревспорт|Шревспорт|Shreveport|Shreveport
BAE|BAE|Барселонетта|Барселонетта|Barcelonnette|Barcelonnette|Барселонетта|Барселонетта|Barcelonnette|Barcelonnette
BAF|BAF|||Barnes|Barnes|||Westfield|Westfield
BAG|BAG|||Loakan|Loakan|Багуйо|Багуйо|Baguio|Baguio
BAH|BAH|||Bahrain International|Bahrain International|||Manama|Manama
BAI|BAI|Буэнос-Айрес|Буэнос-Айрес|Buenos Aires|Buenos Aires|Буэнос-Айрес|Буэнос-Айрес|Buenos Aires|Buenos Aires
BAJ|BAJ|о.Бали|о.Бали|Bali|Bali|Бали|Бали|Bali|Bali
BAL|BAL|||Batman|Batman|||Batman|Batman
BAM|BAM|||Lander County|Lander County|||Battle Mountain|Battle Mountain
BAN|BAN|Базонго|Базонго|Basongo|Basongo|Базонго|Базонго|Basongo|Basongo
BAO|BAO|||Udorn|Udorn|||Ban Mak Khaen|Ban Mak Khaen
BAP|BAP|Байбара|Байбара|Baibara|Baibara|Байбара|Байбара|Baibara|Baibara
BAQ|BAQ|||E Cortissoz|E Cortissoz|Барранкуилла|Барранкуилла|Barranquilla|Barranquilla
BAR|BAR|||Baker Aaf|Baker Aaf|Бейкер-Айленд, шт. Аляска|Бейкер-Айленд, шт. Аляска|Baker Island|Baker Island
BAS|BAS|Балале|Балале|Balalae|Balalae|Балале|Балале|Balalae|Balalae
BAT|BAT|||Airport Chafei Amsei|Airport Chafei Amsei|||Barretos|Barretos
BAU|BAU|||Bauru|Bauru|||Bauru|Bauru
BAV|BAV|Баотоу|Баотоу|Baotou|Baotou|Баотоу|Баотоу|Baotou|Baotou
BAW|BAW|Биавонке|Биавонке|Biawonque|Biawonque|Биавонке|Биавонке|Biawonque|Biawonque
BAX|BAX|Барнаул|Барнаул|Barnaul|Barnaul|Барнаул|Барнаул|Barnaul|Barnaul
